venue_name,Loud music / events,Venue provides alcohol,Wi-Fi,supervenue,U-Shaped_max,max_standing,Theatre_max,Promoted / ticketed events,Wheelchair accessible
vagabond shoreditch,False,1,True,False,35.04545454545455,140,112.71586715867159,False,False
the chelsea lodge,True,1,True,False,35.04545454545455,380,112.71586715867159,True,False
sir christopher hatton,False,1,True,False,35.04545454545455,100,55.0,True,False
glasshouse camden,True,1,True,False,35.04545454545455,200,112.71586715867159,False,False
dabbers social bingo,True,1,True,False,35.04545454545455,300,200.0,True,False
huckletree soho,False,0,True,False,35.04545454545455,0,112.71586715867159,True,False
west end on the thames,True,1,False,False,70.0,250,120.0,False,False
de morgan house,False,0,True,False,35.0,70,70.0,False,False
limin' beach club,True,1,True,False,35.04545454545455,120,112.71586715867159,True,False
crol and co london bridge,True,0,False,False,35.04545454545455,40,112.71586715867159,True,False
the market porter,False,1,True,False,35.04545454545455,60,112.71586715867159,True,False
doubletree by hilton westminster,False,1,True,False,38.0,100,80.0,False,False
the duchess of dalston,True,1,True,False,35.04545454545455,80,112.71586715867159,True,False
the king's head members club,False,1,False,False,35.04545454545455,0,112.71586715867159,True,False
amba hotel charing cross,True,1,True,False,36.0,120,120.0,False,False
pj’s bar and grill,True,1,True,False,35.04545454545455,100,112.71586715867159,False,False
white collar factory,False,0,False,False,35.04545454545455,0,112.71586715867159,False,False
art st kitchen,False,1,True,False,35.04545454545455,200,112.71586715867159,False,False
ubcuk brentford the mille,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
the last talisman,False,1,True,True,35.04545454545455,100,112.71586715867159,True,False
zapspace trampoline park,True,0,True,False,35.04545454545455,80,112.71586715867159,False,False
m threadneedle street,False,1,True,False,35.04545454545455,35,112.71586715867159,False,False
simmons old street,True,1,True,False,35.04545454545455,180,112.71586715867159,False,False
the pelham hotel,False,1,True,False,35.04545454545455,15,112.71586715867159,False,False
buddha-bar london,True,1,True,False,35.04545454545455,450,110.0,False,False
balls brothers minster court,True,1,True,False,35.04545454545455,270,112.71586715867159,False,False
huckletree soho,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
dirty martini monument,False,1,True,False,35.04545454545455,120,112.71586715867159,False,False
bonafidestudio,True,0,True,False,35.04545454545455,25,112.71586715867159,True,False
katherine low settlement,False,0,True,False,40.0,70,70.0,True,False
huckletree public hall,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
liban tapas restaurant south woodford,True,1,True,False,35.04545454545455,75,112.71586715867159,True,False
arthur hooper's,False,1,True,True,12.0,25,112.71586715867159,True,False
octagon point st paul's,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
boisdale of belgravia,False,1,True,False,35.04545454545455,40,112.71586715867159,True,False
cavendish conference centre,False,0,True,False,35.04545454545455,60,60.0,True,False
133 whitechapel high st.,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
the coach hotel kew,False,1,True,False,35.04545454545455,75,112.71586715867159,False,False
be at one liverpool street,True,1,True,True,35.04545454545455,95,112.71586715867159,False,False
conway hall,False,0,True,False,16.0,40,60.0,False,False
the abbey tavern,True,1,True,False,35.04545454545455,50,112.71586715867159,True,False
morso london,False,1,False,False,35.04545454545455,40,112.71586715867159,True,False
museum of the home,False,1,False,False,35.04545454545455,1000,112.71586715867159,True,False
kindred,True,1,True,True,35.04545454545455,50,35.0,True,False
sofitel st james,True,1,True,False,35.04545454545455,0,112.71586715867159,False,False
the menier lounge,True,0,True,False,35.04545454545455,50,30.0,False,False
patch st paul's,False,1,True,False,35.04545454545455,40,112.71586715867159,False,False
19 greek street,False,0,True,False,35.04545454545455,120,112.71586715867159,True,False
the alexander hay,True,1,True,False,35.04545454545455,280,112.71586715867159,False,False
the hat and tun,False,0,True,False,35.04545454545455,100,112.71586715867159,False,False
goodenough college events & venue hire,True,1,True,False,18.0,0,45.0,True,False
23-24 berkeley square,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
chotto matte,True,1,True,False,35.04545454545455,70,112.71586715867159,False,False
the crown,False,1,True,False,35.04545454545455,30,112.71586715867159,False,False
redwood sports pub and kitchen,True,1,True,False,35.04545454545455,100,112.71586715867159,False,False
huckletree soho,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
flat iron,False,0,True,False,6.0,8,112.71586715867159,False,False
fabric arts and music venue / club,True,1,True,False,35.04545454545455,150,112.71586715867159,True,False
the treehouse,True,1,True,False,25.0,90,112.71586715867159,True,False
buddha-bar london,True,1,True,False,38.0,180,100.0,False,False
huckletree public hall,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
the white swan,False,1,True,False,35.04545454545455,150,112.71586715867159,False,False
everyman - baker street,False,0,True,False,35.04545454545455,0,58.0,True,False
hoxley and porter,False,1,True,False,35.04545454545455,20,112.71586715867159,False,False
the travel cafe holloway,False,1,True,False,35.04545454545455,10,112.71586715867159,False,False
white collar factory,False,0,False,False,35.04545454545455,0,112.71586715867159,False,False
babel art house,True,1,True,False,50.0,100,50.0,True,False
nova north,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
radisson blu edwardian berkshire hotel,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
gaucho broadgate,False,1,True,False,35.04545454545455,18,112.71586715867159,False,False
go ape alexandra palace,False,0,False,False,35.04545454545455,40,112.71586715867159,False,False
elgin,False,1,True,False,35.04545454545455,70,112.71586715867159,False,False
flame & fire,True,1,True,False,35.04545454545455,0,112.71586715867159,True,False
uncommon highbury & islington,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
white collar factory,False,0,False,False,35.04545454545455,0,112.71586715867159,False,False
"doubletree by hilton hotel, ealing",False,1,True,False,30.0,50,80.0,False,False
lumiere london southwark,False,0,True,True,40.0,50,45.0,False,False
l'oscar london,False,1,True,False,35.04545454545455,50,112.71586715867159,False,False
tt liquor,False,1,False,False,35.04545454545455,80,112.71586715867159,True,False
auriol kensington rowing club,False,1,True,False,35.04545454545455,100,112.71586715867159,False,False
fulham football club,True,1,True,False,15.0,20,20.0,True,False
dock street studios,True,0,False,False,35.04545454545455,15,112.71586715867159,False,False
the king's head pub,True,1,True,True,35.04545454545455,100,112.71586715867159,False,False
the king's head pub,True,1,True,True,35.04545454545455,100,112.71586715867159,False,False
esquires coffee balham,True,1,True,False,30.0,30,30.0,True,False
30 broadwick street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
esquires coffee balham,True,1,True,False,30.0,40,30.0,True,False
gridiron building,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
inamo soho,False,0,True,False,35.04545454545455,30,112.71586715867159,False,False
"white swan, pimlico",False,1,True,False,35.04545454545455,30,112.71586715867159,False,False
public space | members-style bar & dining,True,1,True,False,35.0,60,112.71586715867159,False,False
battersea barge,False,1,True,False,35.04545454545455,100,70.0,True,False
mr fogg’s residence,False,1,False,False,35.04545454545455,150,112.71586715867159,False,False
tower bridge,True,1,True,False,35.04545454545455,120,112.71586715867159,False,False
forge,True,1,True,False,35.04545454545455,220,112.71586715867159,False,False
indra studios,True,1,True,False,35.04545454545455,30,112.71586715867159,True,False
sofitel st james,True,1,True,False,36.0,180,180.0,False,False
hiddenviewz hq studios,False,0,True,True,35.04545454545455,10,112.71586715867159,False,False
inamo covent garden,False,1,True,False,35.04545454545455,250,112.71586715867159,False,False
14 curzon street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
boisdale of belgravia,False,1,True,False,35.04545454545455,0,112.71586715867159,True,False
133 whitechapel high st.,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
the little yellow door,False,1,True,False,35.04545454545455,100,112.71586715867159,True,False
cattivo,True,1,True,False,35.04545454545455,150,112.71586715867159,False,False
opso,False,1,True,False,35.04545454545455,75,112.71586715867159,False,False
thai square trafalgar square,False,0,True,False,35.04545454545455,200,112.71586715867159,True,False
30 broadwick street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
forman's fish island,False,1,True,False,35.04545454545455,20,20.0,False,False
osmani centre,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
frequency kings cross,False,1,True,True,35.04545454545455,0,112.71586715867159,False,False
neverland,False,1,False,False,35.04545454545455,400,112.71586715867159,False,False
boisdale of mayfair,False,1,True,False,35.04545454545455,80,112.71586715867159,False,False
poutstudios,False,0,True,False,35.04545454545455,10,112.71586715867159,False,False
gaucho sloane,False,1,True,False,35.04545454545455,70,112.71586715867159,False,False
lloyds avenue,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
paddington,False,0,True,True,35.04545454545455,0,112.71586715867159,False,False
balls brothers minster court,True,1,True,False,35.04545454545455,130,112.71586715867159,False,False
canonbury,False,1,True,False,35.04545454545455,70,112.71586715867159,False,False
hache camden,False,0,True,False,35.04545454545455,100,112.71586715867159,True,False
ubcuk brentford the mille,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
beasy soho,True,1,True,False,35.04545454545455,100,112.71586715867159,True,False
academy building,True,0,True,True,35.04545454545455,12,112.71586715867159,True,False
33 st james's square,False,1,True,False,35.04545454545455,0,40.0,False,False
us&co stratford,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
nhow london,False,1,True,False,18.0,40,40.0,True,False
hone dance studio,False,0,True,True,35.04545454545455,20,112.71586715867159,False,False
the famous cock tavern,True,1,True,True,35.04545454545455,100,112.71586715867159,False,False
boisdale of bishopsgate,False,1,True,False,35.04545454545455,50,112.71586715867159,False,False
london marriott hotel county hall,False,1,True,False,35.04545454545455,120,40.0,False,False
53 davies street,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
brasserie blanc southbank,True,1,True,True,68.0,250,220.0,False,False
t-bird,True,1,True,False,35.04545454545455,80,112.71586715867159,True,False
gridiron building,False,0,True,False,15.0,0,20.0,False,False
sci belgravia,True,0,True,False,15.0,40,35.0,True,False
simmons | fitzrovia,True,1,False,False,35.04545454545455,100,112.71586715867159,False,False
white collar factory,False,0,False,False,35.04545454545455,0,112.71586715867159,False,False
flemings mayfair,False,1,True,False,35.04545454545455,12,112.71586715867159,False,False
enderby house,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
impact brixton,True,0,True,False,2.0,3,2.0,True,False
the joiner on worship,True,1,True,False,35.04545454545455,160,112.71586715867159,True,False
"the king's head, teddington",False,1,True,False,16.0,50,20.0,False,False
dartmouth house,True,1,True,False,20.0,70,50.0,False,False
painters' hall,True,1,True,False,35.04545454545455,30,20.0,True,False
the etcetera theatre,True,0,True,False,35.04545454545455,0,42.0,True,False
the thomas cubitt,False,1,True,False,35.04545454545455,30,112.71586715867159,False,False
gymkhana,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
bounce old street,False,1,True,False,35.04545454545455,100,80.0,False,False
balls brothers minster court,True,1,True,False,35.04545454545455,90,80.0,False,False
le fez,True,1,True,False,35.04545454545455,100,112.71586715867159,True,False
new york styled warehouse apartment,False,0,True,False,35.04545454545455,15,112.71586715867159,False,False
radisson blu edwardian bloomsbury st,True,1,True,False,60.0,350,250.0,True,False
clip cave studio,False,0,True,False,35.04545454545455,3,112.71586715867159,False,False
the cat and mutton,False,1,True,False,35.04545454545455,100,112.71586715867159,False,False
redwood sports pub and kitchen,True,1,True,False,35.04545454545455,20,112.71586715867159,False,False
24 greville street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
"fulham, fulham high street",False,1,False,False,35.04545454545455,16,112.71586715867159,False,False
brunswick house,True,1,True,False,40.0,120,80.0,True,False
33 st james's square,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
marsha london,False,1,False,False,35.04545454545455,0,112.71586715867159,False,False
south place hotel,False,1,False,False,35.04545454545455,0,112.71586715867159,False,False
50 liverpool st,False,0,True,False,35.04545454545455,0,30.0,False,False
casa do frango - london bridge,False,1,True,False,35.04545454545455,45,112.71586715867159,False,False
no. 19 eastbourne terrace,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
the dorchester,True,1,True,False,35.04545454545455,0,112.71586715867159,False,False
huckletree public hall,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
tamesis dock,False,1,True,False,35.04545454545455,60,112.71586715867159,True,False
duo shoreditch,True,0,True,False,35.04545454545455,130,112.71586715867159,True,False
simmons | monument,True,1,True,False,35.04545454545455,140,112.71586715867159,False,False
the milk float,False,1,True,False,26.0,0,112.71586715867159,False,False
starstruck space,False,0,True,True,35.04545454545455,15,112.71586715867159,False,False
the princess of wales,True,1,True,True,35.04545454545455,80,112.71586715867159,False,False
runway east borough market,False,0,True,True,35.04545454545455,0,112.71586715867159,False,False
manor arms,False,1,True,False,35.04545454545455,200,112.71586715867159,False,False
vintner's hall,False,0,True,False,35.04545454545455,24,40.0,False,False
arab british chamber of commerce (abcc),False,0,True,False,35.04545454545455,100,112.71586715867159,False,False
sofitel st james,True,1,True,False,35.04545454545455,0,112.71586715867159,False,False
enderby house,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
west central studio,False,0,True,False,35.04545454545455,40,112.71586715867159,False,False
29 farm street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
rich mix,True,1,True,False,35.04545454545455,125,55.0,True,False
dirty martini st. paul's,True,1,True,False,35.04545454545455,50,112.71586715867159,False,False
royal over-seas league,False,1,True,False,35.04545454545455,100,112.71586715867159,True,False
octagon point st paul's,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
bleeding heart studio,False,0,True,False,15.0,15,112.71586715867159,False,False
sugar cane,True,1,True,False,35.04545454545455,70,112.71586715867159,False,False
heist bank,False,1,True,False,20.0,50,30.0,False,False
tower bridge,True,1,True,False,35.04545454545455,50,112.71586715867159,False,False
the clarence,False,1,True,False,35.04545454545455,100,112.71586715867159,False,False
first option location studio,False,0,True,False,35.04545454545455,100,112.71586715867159,False,False
uncommon fulham,False,1,True,False,35.04545454545455,50,112.71586715867159,False,False
mia lounge,True,1,True,False,40.0,50,40.0,True,False
hilton london paddington,False,1,True,False,20.0,20,32.0,False,False
cirque,False,1,True,False,35.04545454545455,100,112.71586715867159,False,False
mama shelter london,True,1,True,False,35.04545454545455,0,112.71586715867159,True,False
fentiman arms,False,1,True,False,35.04545454545455,50,112.71586715867159,False,False
"landmark – euston, london",False,0,False,False,20.0,0,20.0,False,False
barge east,False,0,False,False,35.04545454545455,40,112.71586715867159,True,False
14 bedford square,True,1,True,False,20.0,100,112.71586715867159,True,False
room 43,True,1,True,False,50.0,100,50.0,True,False
mrs fogg's,False,1,True,False,35.04545454545455,150,112.71586715867159,False,False
balls brothers minster court,True,1,True,False,35.04545454545455,300,250.0,False,False
sky garden bars,False,1,True,False,35.04545454545455,300,150.0,False,False
club 16 soho,True,1,True,False,35.04545454545455,0,112.71586715867159,True,False
kirby street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
go ape battersea,False,0,False,False,35.04545454545455,100,112.71586715867159,False,False
mr fox,True,1,True,False,60.0,150,100.0,True,False
simmons | farringdon,False,1,False,False,35.04545454545455,120,112.71586715867159,False,False
m threadneedle street,False,1,True,False,35.04545454545455,20,112.71586715867159,False,False
design hub clerkenwell,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
rochester hotel by blue orchid,False,0,True,False,20.0,60,60.0,False,False
electric space,False,1,True,False,35.04545454545455,75,112.71586715867159,True,False
borough high street,False,0,True,False,14.0,0,35.0,False,False
my meeting space - north london college,False,0,True,True,10.0,0,20.0,False,False
anytime studio,False,0,True,False,35.04545454545455,2,112.71586715867159,False,False
unit b studio,False,0,True,False,35.04545454545455,7,112.71586715867159,False,False
the king's head members club,False,1,False,False,35.04545454545455,120,112.71586715867159,True,False
hallam conference centre,False,0,True,False,35.04545454545455,200,100.0,False,False
"landmark – barbican, london",False,0,True,False,12.0,0,30.0,False,False
the yacht london,True,1,False,False,35.04545454545455,175,112.71586715867159,False,False
the dream centre,True,1,True,False,20.0,35,35.0,True,False
dukes london,False,1,True,False,35.04545454545455,25,112.71586715867159,False,False
east london burlesque,False,0,True,True,35.04545454545455,10,112.71586715867159,False,False
gymkhana,False,1,True,False,35.04545454545455,55,112.71586715867159,False,False
be at one shoe lane,True,1,True,False,35.04545454545455,0,112.71586715867159,False,False
kia oval,True,1,True,False,35.04545454545455,50,48.0,True,False
chiswell street dining rooms,False,1,True,False,35.04545454545455,35,112.71586715867159,False,False
the woodins shades,True,1,True,False,35.04545454545455,120,112.71586715867159,False,False
2 eaton gate,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
apples & pears,True,1,True,True,35.04545454545455,65,112.71586715867159,False,False
dirty martini islington,False,1,True,False,35.04545454545455,40,112.71586715867159,False,False
glasshouse camden,True,1,True,False,35.04545454545455,200,150.0,False,False
leonardo royal london st paul's,False,1,True,False,35.04545454545455,200,100.0,False,False
1 king street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
sofitel st james,True,1,True,False,18.0,30,40.0,False,False
17 cavendish square,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
bounce old street,False,1,True,False,35.04545454545455,550,230.0,False,False
the joiner on worship,True,1,True,False,35.04545454545455,150,112.71586715867159,True,False
dirty bones kensington,True,1,True,False,35.04545454545455,50,112.71586715867159,False,False
langham court,True,1,True,True,30.0,60,80.0,True,False
bolton's,False,1,True,False,35.04545454545455,200,112.71586715867159,True,False
cattivo,True,1,True,False,35.04545454545455,400,112.71586715867159,False,False
175 st john's street,False,0,True,False,35.04545454545455,0,30.0,False,False
33 st james's square,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
brasserie blanc southbank,True,1,True,True,35.04545454545455,120,112.71586715867159,False,False
the goat chelsea,True,1,True,False,35.04545454545455,65,112.71586715867159,True,False
battersea brewery,False,1,True,False,35.04545454545455,30,112.71586715867159,False,False
lockhouse,False,1,True,False,35.04545454545455,80,112.71586715867159,False,False
gaucho charlotte street,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
supermax,True,1,True,False,35.04545454545455,80,112.71586715867159,True,False
the clarence whitehall,False,1,True,False,35.04545454545455,60,112.71586715867159,False,False
us&co monument,False,0,True,True,35.04545454545455,0,112.71586715867159,False,False
beyond the pines,False,0,False,False,35.04545454545455,0,112.71586715867159,False,False
lab woolfe,False,1,True,False,30.0,80,112.71586715867159,False,False
the studio,False,0,True,True,35.04545454545455,20,112.71586715867159,False,False
1989 club house,True,1,True,False,35.04545454545455,25,112.71586715867159,True,False
the deptford lounge,True,0,False,False,35.04545454545455,30,112.71586715867159,False,False
sky garden bars,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
elgin,False,1,True,False,35.04545454545455,20,112.71586715867159,False,False
henry wood house,False,0,True,False,35.04545454545455,40,40.0,False,False
23 king street,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
the oyster catcher,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
buddha-bar london,True,1,True,False,35.04545454545455,300,112.71586715867159,False,False
the chocolate cocktail club,False,1,True,False,35.04545454545455,10,112.71586715867159,False,False
gaucho tower bridge,False,1,True,False,35.04545454545455,100,112.71586715867159,False,False
"bloomsbury, handel street",False,1,False,False,35.04545454545455,70,112.71586715867159,False,False
the alfred tennyson belgravia,False,1,True,False,35.04545454545455,70,112.71586715867159,False,False
henry wood house,False,0,True,False,35.04545454545455,20,20.0,False,False
pushkin house,False,1,True,False,35.04545454545455,0,112.71586715867159,False,False
apples & pears,True,1,True,True,35.04545454545455,60,112.71586715867159,False,False
headspace farringdon,False,0,True,True,35.04545454545455,0,112.71586715867159,True,False
van gogh house,False,0,True,False,35.04545454545455,30,25.0,True,False
bow street tavern,True,1,True,True,35.04545454545455,28,112.71586715867159,False,False
magazine london,False,1,False,False,35.04545454545455,7000,112.71586715867159,True,False
friends house,False,0,True,False,35.04545454545455,0,112.71586715867159,False,False
havanna,False,1,False,False,35.04545454545455,250,112.71586715867159,True,False
